類別,site_name,pattern,url,source,site_id,url_pattern,0422log數,內容大綱,貼標方式,標籤,觀察,domain(for首頁貼標),後續處置方式,Jack_Result
新聞,中時電子報,跳轉頁面/空白頁,http://campus-1.chinatimes.com/,chinatimes,-1,campus-1.chinatimes.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,11.0
新聞,中時電子報,general,https://campus.chinatimes.com/20180409002129-262301,chinatimes,-1,campus.chinatimes.com,,,即時爬文貼標,"['地區:台灣北部(IG_010)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '投資理財:基金投資(IP_066)', '文化藝術:文化藝術(IT_016)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '綠色環保:綠色環保(IT_042)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '資訊科技:資訊科技(IT_002)']",,,,2632.0
新聞,中時電子報,general,"http://cc.bingj.com/cache.aspx?q=""麥當迷快收藏！全球最具特色建築的麥當勞 有機會必去一回阿！""&d=4546237655618412&mkt=zh-TW&setlang=zh-TW&w=6GJMg5jCZGQTY7IkcaYhLC52V2WzstWb",chinatimes,-1,cc.bingj.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,4.0
新聞,中時電子報,跳轉頁面/空白頁,http://cncc.bingj.com/cache.aspx?q=胡海峰&d=4932492611814553&mkt=en-US&setlang=en-US&w=ASlokRczRmHDCaJYOd7-Z3VpJGat3kpX&chdtv,chinatimes,-1,,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,3763994.0
新聞,中時電子報,跳轉頁面/空白頁,http://ctweekly-1.chinatimes.com/Preview/Content?aid=20190422002935&cid=261906,chinatimes,-1,ctweekly-1.chinatimes.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,1.0
新聞,中時電子報,general,http://ctweekly.chinatimes.com/,chinatimes,-1,ctweekly.chinatimes.com/,,,UrlTagUpdater 貼標結果,"['季節:夏季(IO_008)', '客製:行動支付(C_ESUN_002)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '數位金融:數位金融(IP_094)', '數位金融:行動支付(IP_103)', '文化藝術:文化藝術(IT_016)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '時尚:時尚_暫存(IP_081)', '生涯階段:工作階段(青壯年)(IL_002)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)']",,,,5175.0
新聞,中時電子報,general,http://family.chinatimes.com/20160412002147-260803,chinatimes,-1,family.chinatimes.com,,,即時爬文貼標,"['地區:韓國(IG_002)', '旅遊:國外旅遊_測試(IT_062)', '汽車:汽車(IP_105)', '汽車:汽車_暫存(IP_072)', '汽車品牌:Ford(福特)(BC_039)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '資訊科技:資訊科技(IT_002)']",,,,3.0
新聞,中時電子報,general,http://hinetwww.chinatimes.com/,chinatimes,-1,hinetwww.chinatimes.com,,,UrlTagUpdater 貼標結果,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:台灣離島(IG_027)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:信義房屋(C_TSBank_001)', '客製:吊飾(C_91APP_010)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '客製:民進黨關注者(C_nutn_002)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:3C(IP_060)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '旅遊:國外旅遊(IT_001)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '音樂:日本音樂(IT_019)', '音樂:韓國音樂(IT_020)']",,,,1135.0
新聞,中時電子報,general,https://www.chinatimes.com/hottopic/20190420000004-260809?chdtv,chinatimes,-1,www.chinatimes.com/hottopic,,"文章內容:""才拍全家福成遺照 兇手竟在照片裡",UrlTagUpdater 貼標結果,"['地區:東南亞(IG_004)', '烹飪:烹飪(IT_060)', '生涯階段:工作階段(青壯年)(IL_002)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '電影:電影(IT_057)']",,,,185047.0
新聞,中時電子報,general,https://ivoting.chinatimes.com/,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['地區:台灣南部(IG_008)', '地區:韓國(IG_002)', '政治:政治(IT_033)', '新聞雜誌:地方新聞(IT_058)', '體育:網球(IT_010)']",,,,3763994.0
新聞,中時電子報,跳轉頁面/空白頁,http://literature.chinatimes.com/cn/20180806002565-263801,chinatimes,-1,literature.chinatimes.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,95.0
新聞,中時電子報,跳轉頁面/空白頁,http://localhost:1804/album-index.htm,chinatimes,-1,localhost:1804,,,,,,,,10.0
新聞,中時電子報,general,https://magazine.chinatimes.com/cn/artco/20110211004503-300601,chinatimes,-1,magazine.chinatimes.com,,,UrlTagUpdater 貼標結果,"['地區:台灣北部(IG_010)', '展覽:大眾休閒(IO_012)', '快速消費品:3C(IP_060)', '生涯階段:工作階段(青壯年)(IL_002)', '資訊科技:資訊科技(IT_002)']",,,,43702.0
新聞,中時電子報,general,http://opinion.chinatimes.com/print/20161203003457-262103,chinatimes,-1,opinion.chinatimes.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,1.0
新聞,中時電子報,general,https://www.chinatimes.com/realtimenews/20181128002942-260402?chdtv,chinatimes,-1,www.chinatimes.com/realtimenews,,,UrlTagUpdater 貼標結果,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '摩托車:摩托車(IP_073)', '政治:政治(IT_033)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:求學階段(青少年)(IL_011)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)']",,,,1928200.0
新聞,中時電子報,general,https://styletc.chinatimes.com/people/20181009002070-330302,chinatimes,-1,,,,UrlTagUpdater 貼標結果,"['信仰:命理(IE_003)', '地區:大阪(IG_012)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '客製:國泰航點(C_CATHAY_001)', '客製:好事多(C_TOYOTA_013)', '居家生活:沙發(IP_012)', '居家生活:裝飾(IP_063)', '展覽:商務貿易(IO_011)', '展覽:大眾休閒(IO_012)', '快速消費品:臉部彩妝(IP_086)', '快速消費品:身體清潔保養(IP_085)', '性別:女性(IE_002)', '攝影:攝影(IP_080)', '文化藝術:文化藝術(IT_016)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:華人影視娛樂(IT_025)', '族群:健身族_暫存(IE_009)', '時尚:時尚_暫存(IP_081)', '汽車品牌:MITSUBISHI (三菱)(BC_71)', '生涯階段:單身(交友)(IL_007)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '生涯階段:結婚(IL_009)', '精品:精品(IP_022)', '菸酒:菸酒(IP_074)', '賣場品牌:Costco(BMA_004)', '購物:賣場超市(IP_056)', '電視節目:韓國節目(IT_054)', '音樂:韓國音樂(IT_020)']",,,,3763994.0
新聞,中時電子報,跳轉頁面/空白頁,http://taipeishanghai.chinatimes.com/cn/20180926003456-263801,chinatimes,-1,taipeishanghai.chinatimes.com,,,首頁貼標,"['交通:鐵公路(IP_078)', '地區:台灣中部(IG_007)', '地區:台灣北部(IG_010)', '地區:台灣南部(IG_008)', '地區:台灣東部(IG_009)', '地區:日本(IG_001)', '地區:東南亞(IG_004)', '地區:韓國(IG_002)', '客製:iPhone(C_PPV_005)', '客製:全聯(C_TOYOTA_012)', '客製:國民黨關注者(C_nutn_003)', '客製:外匯新聞(C_ESUN_003)', '客製:新加坡機票(C_DBS_005)', '展覽:商務貿易(IO_011)', '投資理財:房地產(IP_093)', '攝影:攝影(IP_080)', '政治:政治(IT_033)', '新聞雜誌:商業與經濟新聞(IT_021)', '新聞雜誌:國際新聞(IT_051)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '旅遊:國內旅遊_暫存(IT_035)', '時尚:時尚_暫存(IP_081)', '法律服務:法律服務(IP_033)', '生涯階段:孩童(IL_012)', '生涯階段:工作階段(青壯年)(IL_002)', '生涯階段:求學階段(青少年)(IL_011)', '科技品牌:Apple(BT_001)', '菸酒:菸酒(IP_074)', '行動支付品牌:Apple Pay(寬鬆)_測試(BMP_001_1)', '行動裝置:行動裝置(IP_082)', '資訊科技:ios偏好(IT_059)', '賣場品牌:全聯(BMA_002)', '賣場品牌:頂好(BMA_003)', '購物:賣場超市(IP_056)', '音樂:日本音樂(IT_019)']",,,,120.0
新聞,中時電子報,general,https://www.chinatimes.com/tube/?chdtv,chinatimes,-1,www.chinatimes.com/tube,,,UrlTagUpdater 貼標結果,"['地區:台灣中部(IG_007)', '地區:台灣南部(IG_008)', '地區:歐美(IG_003)', '地區:韓國(IG_002)', '政治:政治(IT_033)', '文化藝術:文化藝術(IT_016)', '新聞雜誌:地方新聞(IT_058)', '新聞雜誌:華人影視娛樂(IT_025)', '生涯階段:老年銀髮(IL_010)']",,,,49046.0
